ID,QUARTER,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,LABEL
0,2012-03-31,913866693.0,580836511.0,0.0,0.0,59817963.0,33122569.0,4710.0,0.0,17666553.0,22500822.0,-16149583.0,6351239.0,-2913179.0,3438060.0,25062.0,-24786.0,3463122.0,-1819471.0,2554434.0,913866693.0,545372613.0,333482677.0,0.0,0.0,0.0,9024699.0,5114117.0,-6810869.0,-7496187.0,20777807.0,-8246369.0,11179765.0,2568954.0,871433339.0,904841994.0,0.9389434077776148,0.9389434077776148,0.0,138.70975550714113,0.6355812236610313,0.3545434859173711,0.573363030203864,0.0,1.513085478195774,0.0,17.94810171045965,0.0661087387595319,1.0650269139935709,0.2822669767353388,0.0,0.0,0.0,0.0278040080025203,0.0119374170245292,0.8052156437507705,0.0,0.0028316230688076,0.0038111338981335,0.0046838325561463,0.4994868126794909,0.0427034601629614,1.345918508757713,0.7177330232646612,92.91668988804054,12.946989225549183,0.1101559756350234,-17944852.0,-3.2282568271484013,-0.3664918997181525,0.9141206503789354,15.388828833943858,0.7586403337417924,-0.9704183938675855,0.2340890519006604,2.0259139828755,0.026410261573583,-0.153191379463118,-0.128882065419595,-0.2223285086724239,0.1007556469880708,0.2344863703892608,0.0029313016678146,-0.0406960537459997,-0.020592340454397,0
0,2012-06-30,962760903.0,602726998.0,0.0,0.0,61998776.0,33122569.0,4552.0,0.0,16739825.0,25093569.0,-19261748.0,5831821.0,-1727015.0,4104806.0,43626.0,-16210.0,4148432.0,-1201183.0,3001506.0,962760903.0,554627497.0,372116652.0,0.0,0.0,0.0,8549363.0,5171910.0,-6954600.0,-5902575.0,22218286.0,-7160298.0,3051921.0,9006072.0,871433339.0,954211540.0,0.9201968699600211,0.9201968699600211,0.0,253.2267735965453,0.6260401685630145,0.3650797834693542,0.597341592785263,0.0,1.5375852617771737,0.0,19.274614090062784,0.0649738275016041,1.0867239746679924,0.2324030113054065,0.0,0.0,0.0,0.0319576658485771,0.0108666371178355,0.8868430632558852,0.0,0.0032394200902442,0.0044301730607751,0.0054117511595354,0.5803476858646032,0.0484123428501233,1.3675821404321695,0.7675969886945935,88.49341438836382,6.882301198366801,0.0645982243498324,-67678208.0,-2.3855684446407905,-0.2853439460923235,0.7727858346222095,15.69374779999118,-0.5176598862513512,-0.5956197103947226,0.2689060294287505,2.081032180985148,0.0813258409025406,-0.1546213408255545,-0.0986479295520365,-0.1806206936887644,-0.0857360411343617,0.2706299905360032,0.0034443323036554,-0.055195846712952,-0.0776630924835433,0
0,2012-09-30,1009923655.0,645454593.0,0.0,0.0,63844116.0,33122569.0,4666.0,0.0,18480941.0,22104770.0,-15854436.0,6250334.0,-2964538.0,3285796.0,60733.0,-18287.0,3346529.0,-1348211.0,2804527.0,1009923655.0,582005138.0,391206518.0,0.0,0.0,0.0,8959258.0,4935559.0,-6825009.0,-5734595.0,22754581.0,-2323717.0,-5454616.0,16897260.0,871433339.0,1000964397.0,0.9016980347059054,0.9016980347059054,0.0,179.67933504675452,0.6391122633918304,0.3520165135650773,0.5646703361517484,0.0,1.5077925954118976,0.0,19.527708284051737,0.0637826042478112,1.1090187196938457,0.2827595129919922,0.0,0.0,0.0,0.0245632088948509,0.0113567910210136,0.7896472412514275,0.0,0.0029517050469247,0.0034582304382754,0.0048187323734588,0.5682288470262437,0.0439277285944408,1.1716043382716586,0.7172404870080078,91.31726772094892,13.411304437910912,0.0827287504009315,-109892055.0,-0.8285593256902144,-0.1051228761936903,0.2445662743316403,16.11096903105518,-1.8798373616897472,0.1710731168485047,-0.2051498839451362,2.133552308487107,0.1342967315014062,-0.1165384979409584,-0.0300070626012092,0.0512014225052331,0.3297326805723033,-0.2053155212958336,0.003218292064908,-0.0728104516552126,-0.1261049469671483,0
0,2012-12-31,1049283624.0,670456746.0,0.0,0.0,65776796.0,48400000.0,4646.0,0.0,18769719.0,21046018.0,-14335686.0,6710332.0,-1952460.0,4757872.0,1108120.0,-41658.0,5865992.0,-580776.0,3949403.0,1049283624.0,585819632.0,426906721.0,0.0,0.0,0.0,8769543.0,5760635.0,-6901890.0,-6075058.0,21973121.0,929324.0,-3581875.0,16321027.0,871433339.0,1040514081.0,0.8737620070124553,0.8737620070124553,0.0,114.21268423832156,0.6389661771753716,0.3526761749976572,0.5650280652109361,0.0,1.5105021450556035,0.0,15.59249530680342,0.0632156711774475,1.1444764043004965,0.3188409322846726,0.0,0.0,0.0,0.0213819699563437,0.0121504956330354,0.8584724272956986,0.0,0.0040723138179562,0.0049059434779552,0.0067416706171431,0.6855846621075627,0.0600424958369817,1.204706635407934,0.6811590677153274,80.35049670678795,9.27709935437668,0.1979376811328395,-145771354.0,0.2353074629254092,0.0441567616258809,0.0958245832739366,19.667487919615624,-1.445385331768928,-7.237548495362792,-0.0499486337771575,2.176777130023241,0.1785039188146855,0.1285575311355853,0.2766048297866907,0.00892855817516,0.0552397768286156,-0.0511695128025141,0.0045320770083596,-0.097124025685228,-0.1672776877773321,0
1,2012-03-31,8585064.0,5637945.0,0.0,0.0,825590.0,500000.0,12341.0,0.0,0.0,429087.0,-189078.0,240009.0,-163388.0,76621.0,-2427.0,-2767.0,74194.0,-34243.0,44050.0,8585064.0,4023949.0,4321217.0,0.0,0.0,0.0,34637.0,38432.0,-74880.0,-7035.0,166377.0,99869.0,-31913.0,155589.0,1144847.0,8550427.0,0.713726189240938,0.713726189240938,0.0,27.69100108420672,0.6567155469079788,0.3392498879449239,0.5227292923219364,0.0,1.4801786821262002,0.0,16.835090301186124,0.0965554117940542,1.4010975288205691,0.5593481042306105,0.0,0.0,0.0,0.0335366875696729,0.0608196817273358,0.1601273285585124,0.0,0.0052150920620616,0.0090711820405725,0.0109469578267517,1.1461802664446294,0.0533557819256531,1.7394097616345063,0.4406518957693894,90.76853878117956,38.07805876197601,0.6448575696770119,-69831.0,2.2671736662883086,0.2327476712181911,1.1823519390375272,10.069318615817709,0.5976864433545774,-0.7131215102149457,0.2210508586434945,2.0331502310391985,0.0333224445109382,-0.1463107728917151,-0.096336109629508,-0.135642168198996,0.0807419014940696,0.2180250539956803,0.0384767571561964,-1.409791876119691,-0.0609959234727435,0
1,2012-06-30,9220171.0,6200035.0,0.0,0.0,869785.0,500000.0,12341.0,0.0,0.0,436918.0,-175378.0,261540.0,-156098.0,105442.0,-1825.0,-3493.0,103617.0,-21823.0,71020.0,9220171.0,4455439.0,4524461.0,0.0,0.0,0.0,32358.0,40157.0,-71743.0,-5144.0,167548.0,-190572.0,-24115.0,652388.0,1144847.0,9187813.0,0.7186151368500339,0.7186151368500339,0.0,30.186659032350416,0.6724425176062353,0.3240480030142608,0.487115959829259,0.0,1.4483627915003705,0.0,18.0730333898712,0.0946672510639909,1.3915654551661465,0.5986020260094571,0.0,0.0,0.0,0.0282866145110471,0.062840222355492,0.153540567408427,0.0,0.0081034276688924,0.0120310000037082,0.015940067858633,1.768558408247628,0.0816523623654121,1.4846803717262742,0.4013979739905428,81.66108972392989,35.72707006806769,0.7994635148929548,-1002686.0,-2.6833568009011546,-0.4361733780709423,2.174438774593324,10.417042622939768,3.195576137023372,1.9346699661969788,0.0347427731201463,2.1093055583734945,0.109765708971868,0.0239636604882058,0.1419291560143424,0.2159182637975968,0.2344303845264335,0.0347695246895466,0.0620344901982535,-1.5238682548847138,-0.8758253286246983,0
1,2012-09-30,9687887.0,6528438.0,0.0,0.0,916681.0,500000.0,12341.0,0.0,0.0,446178.0,-194196.0,251982.0,-170895.0,81087.0,-6472.0,-6981.0,74615.0,-20373.0,47476.0,9687887.0,4983629.0,4448560.0,0.0,0.0,0.0,29825.0,41896.0,-73447.0,-6875.0,183854.0,-523640.0,-30755.0,1152485.0,1144847.0,9658062.0,0.7633723411327488,0.7633723411327488,0.0,11.615384615384617,0.6738763571457842,0.3230450561613693,0.4839517507863289,0.0,1.4447849546859448,0.0,18.99420307958957,0.0949135551210998,1.3099767257956,0.5647566666218415,0.0,0.0,0.0,0.0297461659282051,0.0569312025384092,0.1662658443857101,0.0,0.0052762540063539,0.0090116186834025,0.0095263913104286,1.1331869390872638,0.0517911901741172,1.707957704945657,0.4352433333781585,87.95704853220016,38.30197813428721,1.564622191143445,-1802568.0,-11.029572836801751,-1.1736123251258466,5.819482786854775,9.724913453274278,6.931805092855853,3.5024046051822584,0.0203229849092719,2.1660926851180133,0.1660613219640226,-0.0346376137927536,0.1346222785173147,0.1972271848100518,0.2664384904181053,0.0087225847806506,0.0414692967706601,-1.3493584732283004,-1.5745055889564283,0
1,2012-12-31,9330762.0,5853461.0,0.0,0.0,946274.0,500000.0,12341.0,0.0,0.0,439246.0,-158830.0,280416.0,-198385.0,82031.0,-8084.0,-8623.0,73947.0,-52068.0,52843.0,9330762.0,4440854.0,4624021.0,0.0,0.0,0.0,29188.0,44823.0,-75208.0,-9091.0,191804.0,-633027.0,-32224.0,543830.0,1144847.0,9301574.0,0.7586714936684468,0.7586714936684468,0.0,9.513046503537051,0.6273293649543307,0.3695424875267422,0.5940589678482525,0.0,1.54863507248105,0.0,18.301838033653368,0.1017326744914355,1.3180935468718404,0.6384030816444544,0.0,0.0,0.0,0.0271343740053961,0.0674938199382553,0.1598446593632317,0.0,0.0059916176539953,0.0093011068216204,0.0118992878396812,1.1789259978136224,0.0558432335665991,1.5523531972068203,0.3615969183555456,95.14167459692293,45.16489620850275,1.963136829931292,-1551490.0,-11.979391783206855,-1.4411673640738902,7.177593529238886,8.888792296246152,13.500007502806222,-109.36619767094136,-0.3062315102783888,2.1388740151093284,0.1230767527172506,-0.2324207697067721,-1.9312854675548976,-1.8960533933389407,0.238395124428644,-0.3172117720592311,0.0461572594416546,-1.2338827808432045,-1.3551941875202538,0
2,2012-03-31,113784230.0,10634344.0,24958404.0,35592748.0,78191482.0,31305331.0,45342888.0,2055624.0,0.0,1269165.0,-67431.0,1201734.0,-106063.0,1095671.0,393606.0,-695839.0,1489277.0,-221313.0,1267964.0,113784230.0,21938361.0,91845869.0,5071645.0,459671.0,723.0,47688.0,3503.0,0.0,0.0,55745600.0,-12697.0,-64486.0,-27112.0,441071157.0,78143794.0,2.0629726666731862,2.0629046794047663,0.4769118809773315,1.5746041828641395,0.3128091476296847,0.9061202769487476,2.19683745688869,0.4554776032502338,3.19683745688869,0.0209528414634074,1.0195121950583093,1.0006102595939992,0.4847373967453631,0.9468697923437852,0.3621837980089271,0.0006016306437198,92.8801652892562,0.0063408706733579,0.0554801114482974,0.0029149545573313,0.005878786131717,0.0112470603636002,0.0097187916026371,0.057796660379506,361.96517270910647,0.0162161397580365,0.8641183819098965,0.0531302076562149,85.93413779926172,8.356911827855322,54.82651979845016,-1361132.0,-0.0100136912404453,-0.0100042153699479,0.0112624589843742,1.9779620088499683,1.013878990015367,-0.0769087218394351,0.355300328016064,2.0184860163671505,0.0187457378316719,-0.0299407882180127,-0.0129242094217035,-0.0813962944673558,0.1703783924868838,-2.6338688716026595,0.0028747379643325,-0.030957333716564,-0.0030859691875068,0
2,2012-06-30,112966502.0,11647170.0,22535331.0,34182501.0,78784001.0,31305331.0,44619354.0,2096655.0,0.0,89117.0,-35388.0,53729.0,66614.0,120343.0,1483504.0,-336961.0,1603847.0,-255060.0,1348787.0,112966502.0,20103599.0,92862903.0,5688995.0,244353.0,1068.0,47225.0,3503.0,0.0,0.0,55887099.0,4429568.0,-25138.0,-5057387.0,441071157.0,78736776.0,1.7260501048752614,1.7259584087808455,0.4884444032327166,0.3571422212066085,0.3025897092927601,0.8964790907662167,2.304805052152269,0.4341364066011542,3.304805052152269,0.012154689317072,1.0370379014414086,1.0005997832575722,0.5793574573388576,0.6029040474881335,2.741934759922349,0.0198775335479908,39.3856427378965,0.0030383346340784,0.0025901924896421,0.065197565560498,0.0031015561141658,0.0120075219909339,0.0010713487147748,0.0670918177387044,385.0376819868684,0.0171200622319244,0.0892231315989848,0.3970959525118664,629.2794865177239,74.74892556975661,378.11079816421113,2488151.0,3.2841123172153943,49.70508432734495,3.943405086966104,19.109694801873697,1.0713163314912597,-3.7897727925108224,-0.7856466287553994,2.020766464672092,0.0114243637299566,3.027730886299812,3.1294412280674897,2.514690420560748,-0.8846497348590566,-1.065433133565232,0.0030579805063063,-0.0319197974670558,0.0056411555380847,0
