ID,QUARTER,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,LABEL
0,2020-03-31,1663538088.0,1195207389.0,0.0,0.0,102220480.0,67000000.0,1390584.0,0.0,55938793.0,47439114.0,-47536888.0,-97774.0,693574.0,595800.0,33.0,-23819.0,595833.0,-589158.0,3189276.0,1663538088.0,896515878.0,721771178.0,0.0,0.0,0.0,6504777.0,7526488.0,-10768558.0,-6604552.0,31219767.0,-1612992.0,14196343.0,6348528.0,1283197221.0,1657033311.0,0.7500923155688423,0.7500923155688423,0.0,25.01364456946136,0.718473113192705,0.2776166805746139,0.3918405318694026,0.0,1.353980130054233,0.0,13.414382901637158,0.0616888503818376,1.333169236964702,0.0020610418651579,0.0,0.0,0.0,0.0397729201120258,0.0001152421551716,76.97841962075807,0.0,0.0019917876701718,0.0003720929433164,0.0035574116178676,0.4237402623906395,0.0311999708864603,0.1868135589393956,1.002061041865158,100.03620851772232,1.4620298347055976,0.0502096223803842,-108169949.0,-0.5057549111459779,-0.0340013095522821,0.1007356396149417,16.27492091185487,-2.03976717420912,-0.3746378068001095,0.7053692981708605,2.080735696039653,0.081000384953391,-0.2123714200998975,-0.1858945527300165,-0.8602568384552165,-1.01212851356801,0.7069372104351639,0.0024854137367244,-0.2327713200370155,-0.084297212641797,0
0,2020-06-30,1780471320.0,1303577362.0,0.0,0.0,105006525.0,67000000.0,1390573.0,0.0,48291972.0,29699725.0,-24162841.0,5536884.0,-2748625.0,2788259.0,11567.0,-28504.0,2799826.0,-144726.0,3158582.0,1780471320.0,935724591.0,799742771.0,0.0,0.0,0.0,6820990.0,7776192.0,-10984080.0,-6851095.0,30406776.0,44905439.0,-45347498.0,-7675499.0,1283197221.0,1773650330.0,0.7178128573546063,0.7178128573546063,0.0,97.8199200112265,0.732152968349976,0.2640160291938878,0.3658347957717909,0.0,1.3313113686919027,0.0,15.29478475122393,0.0592036227343638,1.3931207692285603,0.1864287968996346,0.0,0.0,0.0,0.0185357936585584,0.0063353773015597,1.4044346964827148,0.0,0.0018963449807197,0.0016740109832819,0.0033755466409453,0.4061862155666938,0.0300798640846366,0.8827565660793356,0.8135712031003655,91.19510702540174,9.254715321438162,0.0959739526207734,-165933963.0,14.21696159859076,1.5119816429276702,2.696026376857289,17.026156671966653,6.479880836636745,4.8270207782477765,-0.0598983272278419,2.145760173896249,0.1481281403015506,-0.2921155523851269,-0.2483772175092507,0.0397297997736523,-0.3334261122819504,-0.0599970072438112,0.0024614937971409,-0.2866689274103408,-0.1293129070765031,0
0,2020-09-30,1839773399.0,1349130216.0,0.0,0.0,112088236.0,90000000.0,1400493.0,0.0,48890124.0,26372421.0,-20473821.0,5898600.0,-3149406.0,2749194.0,-2570.0,-27780.0,2746624.0,-184532.0,3037476.0,1839773399.0,1002044475.0,791242117.0,0.0,0.0,0.0,6292368.0,7730126.0,-11242618.0,-7236243.0,32464313.0,42656345.0,-42360756.0,-10273144.0,1283197221.0,1833481031.0,0.742733698434933,0.742733698434933,0.0,98.96306695464362,0.7333132529980666,0.2632665605792901,0.3636737041252362,0.0,1.329216832246829,0.0,13.149301702764626,0.0611341127095631,1.3463775806957072,0.2236654723508319,0.0,0.0,0.0,0.0151755707174821,0.0065025379859611,1.3105018139897602,0.0,0.0017917392604043,0.0016216881464307,0.0030312786266298,0.3929400374586391,0.0270989722775189,0.9050915957854482,0.776334527649168,90.38054943836973,11.942043546172725,0.1053373143102789,-227370072.0,14.043352112082532,1.617460338586283,2.5162025326900266,16.398273437530314,-0.5495338972948036,0.90587297621262,-0.3208090006407097,2.184469294113287,0.1863687931632242,-0.3560427823248422,-0.270142075326258,-0.0141583266903983,0.1638775318124749,-0.3209807320540924,0.0023671154755407,-0.2704851096307042,-0.1771902777523237,0
0,2020-12-31,1782539204.0,0.0,0.0,0.0,116723222.0,90000023.0,40574588.0,32993546.0,0.0,18227121.0,-8562886.0,9664235.0,-6574321.0,3089914.0,4842298.0,5120909.0,7932212.0,918416.0,0.0,1782539204.0,173400752.0,1486913509.0,173400752.0,0.0,0.0,6155723.0,8023960.0,-11491278.0,-7538178.0,32363137.0,195193615.0,-85261043.0,-16986108.0,1283197221.0,1776383481.0,0.0,0.0,0.0,0.6033917025278129,0.0,0.9965466549144129,0.0,0.0,0.0,0.0,13.692361365717566,0.0657083469017014,0.0,0.5302118200674698,0.0,0.0,0.0,0.0,0.0795037340302793,0.8302736843630147,0.0,0.0,0.0018539673217758,0.0,0.0,0.0,0.0,0.4697881799325302,49.91398257574523,36.06889425927441,28.09499646159149,-17184657.0,0.0,10.708965776877214,11.71173643115319,39.20394251857513,-1.531724356286468,0.0,-0.4108960289480466,2.1493576023575387,0.1494616050895593,0.0,0.0,-3.742224600657975,0.5278079903173729,-0.4768873561079763,0.0,0.1351318013803585,-0.0133920622011696,0
1,2020-03-31,17554464.0,9464881.0,0.0,0.0,1759805.0,900000.0,0.0,0.0,0.0,551997.0,-147412.0,404585.0,-261309.0,143276.0,-1805.0,-3905.0,141471.0,-17060.0,107574.0,17554464.0,5158229.0,11529950.0,0.0,0.0,0.0,124469.0,58762.0,-130529.0,-137430.0,683054.0,-194682.0,-30163.0,-59265.0,11428210.0,17429995.0,0.544986144041325,0.544986144041325,0.0,36.69039692701664,0.5391723153723178,0.4537372374343073,0.8546946337729973,0.0,1.7631683906010018,0.0,19.511693333333334,0.1009641712461764,1.834909035639945,0.732947823991797,0.0,0.0,0.0,0.0155746279324589,0.0778210827745225,0.1452401843864701,0.0,0.0063011438197973,0.0083923873977475,0.0208548321526632,1.830672883836493,0.0611283636539275,1.3318831687954338,0.2670521760082029,77.8420897215021,47.33884423284909,0.7074313809676501,-887302.0,-1.8097495677394169,-0.3526866993842358,1.1403492304142215,9.849563881061217,22.251295663725102,89.54658111407274,-0.0878209889643463,2.0607188995684926,0.0581471894830882,0.6193442466692036,0.640297642645848,0.4519107021615103,0.1591066010789316,-0.0905123977240613,0.0094130226868424,-0.3768439676904782,-0.0776413804086554,0
1,2020-06-30,19243843.0,10301914.0,0.0,0.0,1860252.0,900000.0,0.0,0.0,0.0,555630.0,-138255.0,417375.0,-291479.0,125896.0,-1332.0,0.0,124564.0,-19653.0,92473.0,19243843.0,5739385.0,12609661.0,0.0,0.0,0.0,118637.0,60965.0,0.0,-152204.0,715195.0,439315.0,-240904.0,-100233.0,11428210.0,19125206.0,0.5571183180135264,0.5571183180135264,0.0,0.0,0.5353355875954714,0.4584994795478221,0.8679871526786187,0.0,1.7811297978220355,0.0,21.250228888888888,0.0972670307446623,1.7949508527481604,0.7511743426380865,0.0,0.0,0.0,0.0134203216994434,0.0760316462884852,0.1460676849356094,0.0,0.0051612372457892,0.0070266902154778,0.016112005031898,1.5168211268760765,0.0497099317726845,1.3614352297427357,0.2488256573619135,80.87882223782013,52.459190468477225,0.0,-2064271.0,4.750738053269603,0.7906610514191098,2.451968618552346,10.23530147262027,0.1304011629302839,0.9397561472044949,0.0169076809855438,2.1573944805621155,0.1599795006730937,-0.0939749557597649,-0.0298678136802349,-0.1698143068157839,-0.0041444768940044,0.0177939988773651,0.0080916433982224,-0.3992339132725072,-0.1806294249055626,0
1,2020-09-30,21415135.0,0.0,0.0,0.0,1950985.0,1300000.0,691760.0,612378.0,0.0,634553.0,-142923.0,491630.0,-289840.0,201790.0,-55538.0,-3820.0,146252.0,0.0,0.0,21415135.0,3337348.0,15393809.0,3337348.0,0.0,0.0,193177.0,68360.0,-136080.0,-120333.0,688958.0,1728202.0,-116056.0,-133214.0,11428210.0,21221958.0,0.0,0.0,0.0,52.82460732984293,0.0,0.990979417127186,0.0,0.0,0.0,0.0,10.723198578141943,0.0919323749486263,0.0,0.7747658588013925,0.0,0.0,0.0,0.0,0.1951967302969441,0.1390476577914285,0.0,0.0,0.0106191435915134,0.0,0.0,0.0,0.0,0.2252341411986075,68.80166038140234,45.6762476893183,0.6019985722232816,-2767927.0,0.0,2.7234951217628787,9.094615785291955,7.95552893406359,1.9060121281396267,0.0,-0.0463643135019189,2.2829514841029086,0.2908605419482425,0.0,0.0,0.6689411044669958,0.1968323368453853,-0.0472979517796446,0.0,0.292027185359737,-0.2422012721152306,0
1,2020-12-31,24786053.0,0.0,0.0,0.0,1977936.0,1300000.0,881913.0,620968.0,0.0,656939.0,-165593.0,491346.0,-322484.0,168862.0,-63514.0,-3076.0,105348.0,36713.0,0.0,24786053.0,4738672.0,17303426.0,4738672.0,0.0,0.0,179814.0,69944.0,-138000.0,-140922.0,707501.0,3282643.0,-383515.0,-20771.0,11428210.0,24606239.0,0.0,0.0,0.0,54.89661898569571,0.0,0.9927453556239874,0.0,0.0,0.0,0.0,11.340616697366029,0.0803835157416783,0.0,0.7479324564381168,0.0,0.0,0.0,0.0,0.1526250811317551,0.1423518253939179,0.0,0.0,0.0081623427531402,0.0,0.0,0.0,0.0,0.2520675435618832,69.17537244706129,49.088880398332265,0.468232210296542,-4575258.0,0.0,4.996876422316228,15.867428611645252,7.817889096523939,2.333344403722107,0.0,0.051910947388711,2.479680389480701,0.4940525851617495,0.0,0.0,-0.1467867194171176,0.0871304478655474,0.1210419451602975,0.0,0.4146469132086302,-0.4003477359971509,0
2,2020-03-31,131311390.0,13009116.0,47252592.0,60261708.0,71049682.0,39057271.0,37754351.0,17413111.0,0.0,-3568.0,-3659.0,-7227.0,684178.0,676951.0,-376794.0,-4983559.0,300157.0,0.0,300157.0,131311390.0,24506315.0,106805075.0,3321989.0,279403.0,329.0,19516.0,193932.0,0.0,0.0,73102763.0,-949345.0,1606508.0,-673308.0,601142455.0,71030166.0,1.883780189215009,1.883754899256798,0.2553585501120906,0.1358368587589712,0.4589221696609867,0.9007806405826638,1.179018722801551,0.8483959899516496,2.1790187228015507,0.0114012653473196,0.924732015163018,1.0002747565027512,0.5308474978796281,2.025504484304933,-78.30801569506727,0.0455237304552373,12.176372712146422,0.0002812643072749,0.0003022045249304,26.83437110834371,0.0039325017668622,0.0022738417074076,0.0051282476093221,0.012248149099528,1.5477435389724232,0.0042246072262504,2.2553230476050867,1.0255044843049328,120600.89686098654,19175.39237668161,139673.7387892377,-1092228.0,-3.162828119950559,266.07202914798205,0.7191770492505317,0.8194670619926664,1.026245221084566,0.7659472256333364,32.38510834736328,1.976071978364509,-0.010444243132489,-0.7856830420752586,-0.7852511819316139,-0.5617776414032934,-1.0521093958424963,-0.5150214439343384,0.0004993109328802,-0.0594790680688157,-0.001816920416975,0
2,2020-06-30,135360047.0,13687079.0,45864701.0,59551780.0,75808267.0,39057271.0,37754351.0,16518840.0,0.0,-18833.0,-899.0,-19732.0,4526979.0,4507247.0,67111.0,-1425038.0,4574358.0,0.0,4574358.0,135360047.0,26098457.0,109261590.0,2830148.0,277713.0,328.0,19513.0,193026.0,0.0,0.0,77721892.0,-1816807.0,3607498.0,-1799353.0,601142455.0,75788754.0,1.9067952336652687,1.906771269457859,0.2067751636415629,3.1628960069836736,0.4399509406198714,0.8987397514718652,1.2729807068739172,0.7857601142248625,2.272980706873917,0.0106409739089172,0.9866834214228676,1.0002574656392953,0.5244401613474697,1.0477353581479318,-14.746084001486752,0.0166227447800527,2.9966666666666666,6.568238555501871e-05,0.0007985321447836,9.78238394486114,0.0036633603561996,0.0341296952264246,0.033628974037497,0.1752731205526825,23.698144291442603,0.0603411498643017,0.9853288701933692,0.0477353581479318,16466.001168162267,24037.48207932884,7566.707375351775,-6718278.0,-0.3971720184559232,96.46933574045558,1.3555359942364575,1.8121440608127148,1.1840376794691738,0.1487760687736982,-3.150502632440319,2.017562147031508,0.0200662239483326,-0.23111367351064,-0.1779640442225764,7.038392053003754,-1.4163308365861378,8.7393699431916,0.007609440926943,-0.0556495764385831,-0.0111758501568484,0
